full_text,username,label,original_text,processed_text,sentiment,confidence
@POTUS No need to show your office. Trump is already familiar with it. It s about time we ll have a President actually do work out of it. #FJB,IslandLiving4me,,@POTUS No need to show your office. Trump is already familiar with it. It s about time we ll have a President actually do work out of it. #FJB,need show offic trump alreadi familiar time presid actual work,Negative,0.9902873039245605
@albertmohler @WNGdotorg he was for women s rights and the gays so none of his christ like behaviour counts the main thing in being a true christian is to be against women s rights and gays that s why donald trump,BridgeLivwat,,@albertmohler @WNGdotorg he was for women s rights and the gays so none of his christ like behaviour counts the main thing in being a true christian is to be against women s rights and gays that s why donald trump,women right gay none christ like behaviour count main thing true christian women right gay donald trump,Neutral,0.5381170511245728
@MakerInParadise @MomAngtrades @realDonaldTrump Actually if Trump had not run they would ve never had any of the bullshit lawsuits they had against him and he would not be facing any jail time. He didn t run to avoid going to prison.,revolution_woma,,@MakerInParadise @MomAngtrades @realDonaldTrump Actually if Trump had not run they would ve never had any of the bullshit lawsuits they had against him and he would not be facing any jail time. He didn t run to avoid going to prison.,actual trump run would never bullshit lawsuit would face jail time run avoid go prison,Positive,0.9688193798065186
@ARhysTay No responsibility for the gain of function at all or the real reason for the deaths.Good ole Gates and Fauchi talked about population control through viruses and vaccines. Fauchi talked about there would be a pandemic during the Trump Admin. Ope,cantdecide01,,@ARhysTay No responsibility for the gain of function at all or the real reason for the deaths.Good ole Gates and Fauchi talked about population control through viruses and vaccines. Fauchi talked about there would be a pandemic during the Trump Admin. Ope,respons gain function real reason deathsgood ole gate fauchi talk popul control virus vaccin fauchi talk would pandem trump admin ope,Negative,0.9975304007530212
@realTrumpNewsX Thank you President Trump. TRUMP 2028! For everything that you have done for America!,TGlover23707,,@realTrumpNewsX Thank you President Trump. TRUMP 2028! For everything that you have done for America!,thank presid trump trump 2028 everyth done america,Positive,0.999428927898407
@ScottAdamsSays in a time when Trump is threatening to pull out of the WHO.,gil1353,,@ScottAdamsSays in a time when Trump is threatening to pull out of the WHO.,time trump threaten pull,Negative,0.9924116730690002
@realDailyTrite @PaulSadusky @EricLDaugh I think DeSantis is a phenomenal governor but he made a major miscalculation going against Trump. Had he shown support for Trump in 2022 he would be the odds on favorite for 2028.,FJBLGB9,,@realDailyTrite @PaulSadusky @EricLDaugh I think DeSantis is a phenomenal governor but he made a major miscalculation going against Trump. Had he shown support for Trump in 2022 he would be the odds on favorite for 2028.,think desanti phenomen governor made major miscalcul go trump shown support trump 2022 would odd favorit 2028,Negative,0.990504801273346
@atensnut Amazing group of people. I pray President Trump gets the government out if their dairy business.,99Cindygrice,,@atensnut Amazing group of people. I pray President Trump gets the government out if their dairy business.,amaz group peopl pray presid trump get govern dairi busi,Negative,0.9941727519035339
@TRUMP_ARMY_ No trump propaganda network TPN,dns122012,,@TRUMP_ARMY_ No trump propaganda network TPN,trump propaganda network tpn,Negative,0.969269871711731
@bluhue123 It would be a grave mistake but then that s Trump and his administration for you,CandaceST2,,@bluhue123 It would be a grave mistake but then that s Trump and his administration for you,would grave mistak trump administr,Negative,0.9962323307991028
Now you all know why Trump backed him game on people https://t.co/y1hs9MI6kF,BillKnots71040,,Now you all know why Trump backed him game on people https://t.co/y1hs9MI6kF,know trump back game peopl,Negative,0.9842666983604431
@_johnnymaga Oh yes the party of love that demonized all the people that voted for Trump that helped Trump win. We feel so loved. FU ur father was part of the reason that helped Kamala loose .,Marie4741240724,,@_johnnymaga Oh yes the party of love that demonized all the people that voted for Trump that helped Trump win. We feel so loved. FU ur father was part of the reason that helped Kamala loose .,oh ye parti love demon peopl vote trump help trump win feel love fu ur father part reason help kamala loos,Negative,0.8543714880943298
@BreitbartNews I hope MSNBC goes bankrupt or a new owner takes over.,TheTrump4547,,@BreitbartNews I hope MSNBC goes bankrupt or a new owner takes over.,hope msnbc goe bankrupt new owner take,Negative,0.9992653727531433
@mkultramaga1 @FenixFella @TheAntiLib1776 @theliamnissan The joking was just a cover. Did or did they not produce the emails he asked for within 72 hrs? There WAS Russian colluding. Mueller said he could have proven it if TRump had not obstructed justice ,CarrisonRobert,,@mkultramaga1 @FenixFella @TheAntiLib1776 @theliamnissan The joking was just a cover. Did or did they not produce the emails he asked for within 72 hrs? There WAS Russian colluding. Mueller said he could have proven it if TRump had not obstructed justice ,joke cover produc email ask within 72 hr russian collud mueller said could proven trump obstruct justic,Negative,0.9985718727111816
Elon and trump are traders to the people of America God help us,RyanHale945,,Elon and trump are traders to the people of America God help us,elon trump trader peopl america god help us,Negative,0.969218909740448
Georgia AG asks state Supreme Court to reject last-ditch effort by Fani Willis to maintain control over Trump case #Supremecourt #DonaldTrump #Georgia #Statesupremecourt #BrianKemp https://t.co/7K6dmQgYRG,CharlesBLedford,,Georgia AG asks state Supreme Court to reject last-ditch effort by Fani Willis to maintain control over Trump case #Supremecourt #DonaldTrump #Georgia #Statesupremecourt #BrianKemp https://t.co/7K6dmQgYRG,georgia ag ask state suprem court reject lastditch effort fani willi maintain control trump case,Negative,0.9810546636581421
@Limare64 Yes. And it s their only principle. Never say or do anything that makes Trump look bad. ,markboone219,,@Limare64 Yes. And it s their only principle. Never say or do anything that makes Trump look bad. ,ye principl never say anyth make trump look bad,Negative,0.9906070232391357
Palestinian Official: This Is How Trump Will Eliminate Hamas https://t.co/sTKfQ0Khnp,PopHemingway,,Palestinian Official: This Is How Trump Will Eliminate Hamas https://t.co/sTKfQ0Khnp,palestinian offici trump elimin hama,Negative,0.8550872206687927
When a reporter asked President Biden what Trump should take from Carter's legacy Biden replied Decency. ,Mollyploofkins,,When a reporter asked President Biden what Trump should take from Carter's legacy Biden replied Decency. ,report ask presid biden trump take carter legaci biden repli decenc,Negative,0.9684976935386658
All the assault allegations against Donald Trump recapped https://t.co/Lka3mctn6p,Marge1234567,,All the assault allegations against Donald Trump recapped https://t.co/Lka3mctn6p,assault alleg donald trump recap,Negative,0.9972213506698608
@TrumpRealDaily Yea it was political to stop Trump and freedom for the country,markpstone12,,@TrumpRealDaily Yea it was political to stop Trump and freedom for the country,yea polit stop trump freedom countri,Negative,0.9988046884536743
Thank you President Trump. TRUMP 2028! For everything that you have done for America!,TGlover23707,,Thank you President Trump. TRUMP 2028! For everything that you have done for America!,thank presid trump trump 2028 everyth done america,Positive,0.999428927898407
@NanLee1124 @WillieDMack1 @DonaldJTrumpJr Happy birthday Donald Trump Jr. &amp,,,@NanLee1124 @WillieDMack1 @DonaldJTrumpJr Happy birthday Donald Trump Jr. &amp,happi birthday donald trump jr amp,Negative,0.8342628479003906
@Michell33650674 Wait didn t you say trump should be arrest for keep going with the presidency she came out and lost there s no hack machines no bs your upset trump destroyed vp Harris,KeithCarrieri,,@Michell33650674 Wait didn t you say trump should be arrest for keep going with the presidency she came out and lost there s no hack machines no bs your upset trump destroyed vp Harris,wait say trump arrest keep go presid came lost hack machin bs upset trump destroy vp harri,Negative,0.9993545413017273
@trump_blocked I like this one. https://t.co/Lpwd8FLUNE,dawnmarie66,,@trump_blocked I like this one. https://t.co/Lpwd8FLUNE,like one,Positive,0.997766375541687
@realTrumpNewsX The thing is NO ONE WILL EVER PASS TRUMP AS #1 AND #2 WORST.,Warren_D_Meade,,@realTrumpNewsX The thing is NO ONE WILL EVER PASS TRUMP AS #1 AND #2 WORST.,thing one ever pass trump worst,Negative,0.9950357675552368
@realDonaldTrump please try to use your little pea brain and understand this illustration. Fuck off vice president Trump. https://t.co/OJsA1zPtRT,PJDeredin,,@realDonaldTrump please try to use your little pea brain and understand this illustration. Fuck off vice president Trump. https://t.co/OJsA1zPtRT,pleas tri use littl pea brain understand illustr fuck vice presid trump,Negative,0.9978049397468567
@realTrumpNewsX Yes Donald Trump is the president that USA need,Eduardo30318330,,@realTrumpNewsX Yes Donald Trump is the president that USA need,ye donald trump presid usa need,Positive,0.6750484704971313
@runews I wish nothing but the best for mother Russia 🇷🇺.,KingTrump88,,@runews I wish nothing but the best for mother Russia 🇷🇺.,wish noth best mother russia,Negative,0.8541479110717773
